"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"September 2019","Sarisbury","E05004526","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Sarisbury","E05004526","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Sarisbury","E05004526","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Sarisbury","E05004526","Male","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Sarisbury","E05004526","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Sarisbury","E05004526","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Sarisbury","E05004526","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Sarisbury","E05004526","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Sarisbury","E05004526","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Stubbington","E05004527","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Stubbington","E05004527","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Stubbington","E05004527","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Stubbington","E05004527","Male","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Stubbington","E05004527","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Stubbington","E05004527","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Stubbington","E05004527","Female","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Stubbington","E05004527","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Stubbington","E05004527","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Titchfield","E05004528","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"September 2019","Titchfield","E05004528","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Titchfield","E05004528","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Titchfield","E05004528","Male","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Titchfield","E05004528","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Titchfield","E05004528","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Titchfield","E05004528","Female","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Titchfield","E05004528","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Titchfield","E05004528","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Titchfield Common","E05004529","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Titchfield Common","E05004529","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Titchfield Common","E05004529","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Titchfield Common","E05004529","Male","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Titchfield Common","E05004529","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Titchfield Common","E05004529","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Titchfield Common","E05004529","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Titchfield Common","E05004529","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Titchfield Common","E05004529","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Warsash","E05004530","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Warsash","E05004530","Total","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Warsash","E05004530","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Warsash","E05004530","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Warsash","E05004530","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Warsash","E05004530","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Warsash","E05004530","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Warsash","E05004530","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Warsash","E05004530","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Alverstoke","E05004531","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Alverstoke","E05004531","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Alverstoke","E05004531","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Alverstoke","E05004531","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Alverstoke","E05004531","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Alverstoke","E05004531","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Alverstoke","E05004531","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Alverstoke","E05004531","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Alverstoke","E05004531","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Anglesey","E05004532","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Anglesey","E05004532","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Anglesey","E05004532","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Anglesey","E05004532","Male","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Anglesey","E05004532","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Anglesey","E05004532","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Anglesey","E05004532","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Anglesey","E05004532","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Anglesey","E05004532","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Bridgemary North","E05004533","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","Bridgemary North","E05004533","Total","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Bridgemary North","E05004533","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Bridgemary North","E05004533","Male","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Bridgemary North","E05004533","Male","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Bridgemary North","E05004533","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Bridgemary North","E05004533","Female","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Bridgemary North","E05004533","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Bridgemary North","E05004533","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Bridgemary South","E05004534","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","Bridgemary South","E05004534","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Bridgemary South","E05004534","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Bridgemary South","E05004534","Male","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Bridgemary South","E05004534","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Bridgemary South","E05004534","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Bridgemary South","E05004534","Female","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Bridgemary South","E05004534","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Bridgemary South","E05004534","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Brockhurst","E05004535","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"September 2019","Brockhurst","E05004535","Total","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Brockhurst","E05004535","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Brockhurst","E05004535","Male","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Brockhurst","E05004535","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Brockhurst","E05004535","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Brockhurst","E05004535","Female","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Brockhurst","E05004535","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Brockhurst","E05004535","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Christchurch","E05004536","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Christchurch","E05004536","Total","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Christchurch","E05004536","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Christchurch","E05004536","Male","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Christchurch","E05004536","Male","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Christchurch","E05004536","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Christchurch","E05004536","Female","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Christchurch","E05004536","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Christchurch","E05004536","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Elson","E05004537","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Elson","E05004537","Total","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Elson","E05004537","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Elson","E05004537","Male","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Elson","E05004537","Male","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Elson","E05004537","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Elson","E05004537","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Elson","E05004537","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Elson","E05004537","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Forton","E05004538","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"September 2019","Forton","E05004538","Total","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Forton","E05004538","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Forton","E05004538","Male","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Forton","E05004538","Male","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Forton","E05004538","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Forton","E05004538","Female","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Forton","E05004538","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Forton","E05004538","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Grange","E05004539","Total","All categories: Age 16+","Claimant count","Value",150,"Normal Value"
"September 2019","Grange","E05004539","Total","Aged 18-24","Claimant count","Value",45,"Normal Value"
"September 2019","Grange","E05004539","Total","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Grange","E05004539","Male","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Grange","E05004539","Male","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Grange","E05004539","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Grange","E05004539","Female","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Grange","E05004539","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Grange","E05004539","Female","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Hardway","E05004540","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Hardway","E05004540","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Hardway","E05004540","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Hardway","E05004540","Male","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Hardway","E05004540","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Hardway","E05004540","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Hardway","E05004540","Female","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Hardway","E05004540","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Hardway","E05004540","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Lee East","E05004541","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Lee East","E05004541","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Lee East","E05004541","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Lee East","E05004541","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Lee East","E05004541","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Lee East","E05004541","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Lee East","E05004541","Female","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Lee East","E05004541","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Lee East","E05004541","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Lee West","E05004542","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Lee West","E05004542","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Lee West","E05004542","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Lee West","E05004542","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Lee West","E05004542","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Lee West","E05004542","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Lee West","E05004542","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Lee West","E05004542","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Lee West","E05004542","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Leesland","E05004543","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"September 2019","Leesland","E05004543","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Leesland","E05004543","Total","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Leesland","E05004543","Male","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","Leesland","E05004543","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Leesland","E05004543","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Leesland","E05004543","Female","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Leesland","E05004543","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Leesland","E05004543","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Peel Common","E05004544","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Peel Common","E05004544","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Peel Common","E05004544","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Peel Common","E05004544","Male","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Peel Common","E05004544","Male","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Peel Common","E05004544","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Peel Common","E05004544","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Peel Common","E05004544","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Peel Common","E05004544","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Privett","E05004545","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Privett","E05004545","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Privett","E05004545","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Privett","E05004545","Male","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Privett","E05004545","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Privett","E05004545","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Privett","E05004545","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Privett","E05004545","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Privett","E05004545","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Rowner and Holbrook","E05004546","Total","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"September 2019","Rowner and Holbrook","E05004546","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Rowner and Holbrook","E05004546","Total","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Rowner and Holbrook","E05004546","Male","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","Rowner and Holbrook","E05004546","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Rowner and Holbrook","E05004546","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Rowner and Holbrook","E05004546","Female","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Rowner and Holbrook","E05004546","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Rowner and Holbrook","E05004546","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Town","E05004547","Total","All categories: Age 16+","Claimant count","Value",140,"Normal Value"
"September 2019","Town","E05004547","Total","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Town","E05004547","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Town","E05004547","Male","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Town","E05004547","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Town","E05004547","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Town","E05004547","Female","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"September 2019","Town","E05004547","Female","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Town","E05004547","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Blackwater and Hawley","E05009352","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Blackwater and Hawley","E05009352","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Blackwater and Hawley","E05009352","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Blackwater and Hawley","E05009352","Male","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Blackwater and Hawley","E05009352","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Blackwater and Hawley","E05009352","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Blackwater and Hawley","E05009352","Female","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Blackwater and Hawley","E05009352","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Blackwater and Hawley","E05009352","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Crookham East","E05009353","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Crookham East","E05009353","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Crookham East","E05009353","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Crookham East","E05009353","Male","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Crookham East","E05009353","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Crookham East","E05009353","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Crookham East","E05009353","Female","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"September 2019","Crookham East","E05009353","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Crookham East","E05009353","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Crookham West and Ewshot","E05009354","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Crookham West and Ewshot","E05009354","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Crookham West and Ewshot","E05009354","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Crookham West and Ewshot","E05009354","Male","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Crookham West and Ewshot","E05009354","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Crookham West and Ewshot","E05009354","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Crookham West and Ewshot","E05009354","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Crookham West and Ewshot","E05009354","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Crookham West and Ewshot","E05009354","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Fleet Central","E05009355","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","Fleet Central","E05009355","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Fleet Central","E05009355","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Fleet Central","E05009355","Male","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Fleet Central","E05009355","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Fleet Central","E05009355","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Fleet Central","E05009355","Female","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Fleet Central","E05009355","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Fleet Central","E05009355","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Fleet East","E05009356","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Fleet East","E05009356","Total","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Fleet East","E05009356","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Fleet East","E05009356","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
