"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"September 2019","Crown","E05006924","Female","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Crown","E05006924","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Crown","E05006924","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Eton Park","E05006925","Total","All categories: Age 16+","Claimant count","Value",175,"Normal Value"
"September 2019","Eton Park","E05006925","Total","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Eton Park","E05006925","Total","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Eton Park","E05006925","Male","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"September 2019","Eton Park","E05006925","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Eton Park","E05006925","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Eton Park","E05006925","Female","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"September 2019","Eton Park","E05006925","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Eton Park","E05006925","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Heath","E05006926","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"September 2019","Heath","E05006926","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Heath","E05006926","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Heath","E05006926","Male","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Heath","E05006926","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Heath","E05006926","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Heath","E05006926","Female","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Heath","E05006926","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Heath","E05006926","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Horninglow","E05006927","Total","All categories: Age 16+","Claimant count","Value",150,"Normal Value"
"September 2019","Horninglow","E05006927","Total","Aged 18-24","Claimant count","Value",25,"Normal Value"
"September 2019","Horninglow","E05006927","Total","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Horninglow","E05006927","Male","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"September 2019","Horninglow","E05006927","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Horninglow","E05006927","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Horninglow","E05006927","Female","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"September 2019","Horninglow","E05006927","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Horninglow","E05006927","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Needwood","E05006928","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Needwood","E05006928","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Needwood","E05006928","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Needwood","E05006928","Male","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Needwood","E05006928","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Needwood","E05006928","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Needwood","E05006928","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Needwood","E05006928","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Needwood","E05006928","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Rolleston on Dove","E05006929","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Rolleston on Dove","E05006929","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Rolleston on Dove","E05006929","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Rolleston on Dove","E05006929","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Rolleston on Dove","E05006929","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Rolleston on Dove","E05006929","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Rolleston on Dove","E05006929","Female","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Rolleston on Dove","E05006929","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Rolleston on Dove","E05006929","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Shobnall","E05006930","Total","All categories: Age 16+","Claimant count","Value",185,"Normal Value"
"September 2019","Shobnall","E05006930","Total","Aged 18-24","Claimant count","Value",35,"Normal Value"
"September 2019","Shobnall","E05006930","Total","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Shobnall","E05006930","Male","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"September 2019","Shobnall","E05006930","Male","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Shobnall","E05006930","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Shobnall","E05006930","Female","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"September 2019","Shobnall","E05006930","Female","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Shobnall","E05006930","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Stapenhill","E05006931","Total","All categories: Age 16+","Claimant count","Value",190,"Normal Value"
"September 2019","Stapenhill","E05006931","Total","Aged 18-24","Claimant count","Value",35,"Normal Value"
"September 2019","Stapenhill","E05006931","Total","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Stapenhill","E05006931","Male","All categories: Age 16+","Claimant count","Value",105,"Normal Value"
"September 2019","Stapenhill","E05006931","Male","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Stapenhill","E05006931","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Stapenhill","E05006931","Female","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"September 2019","Stapenhill","E05006931","Female","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Stapenhill","E05006931","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Stretton","E05006932","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Stretton","E05006932","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Stretton","E05006932","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Stretton","E05006932","Male","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Stretton","E05006932","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Stretton","E05006932","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Stretton","E05006932","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Stretton","E05006932","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Stretton","E05006932","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Town","E05006933","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Town","E05006933","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Town","E05006933","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Town","E05006933","Male","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Town","E05006933","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Town","E05006933","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Town","E05006933","Female","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Town","E05006933","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Town","E05006933","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Tutbury and Outwoods","E05006934","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Tutbury and Outwoods","E05006934","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Tutbury and Outwoods","E05006934","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Tutbury and Outwoods","E05006934","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Tutbury and Outwoods","E05006934","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Tutbury and Outwoods","E05006934","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Tutbury and Outwoods","E05006934","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Tutbury and Outwoods","E05006934","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Tutbury and Outwoods","E05006934","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Weaver","E05006935","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Weaver","E05006935","Total","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Weaver","E05006935","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Weaver","E05006935","Male","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Weaver","E05006935","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Weaver","E05006935","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Weaver","E05006935","Female","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Weaver","E05006935","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Weaver","E05006935","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Winshill","E05006936","Total","All categories: Age 16+","Claimant count","Value",130,"Normal Value"
"September 2019","Winshill","E05006936","Total","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Winshill","E05006936","Total","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Winshill","E05006936","Male","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"September 2019","Winshill","E05006936","Male","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Winshill","E05006936","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Winshill","E05006936","Female","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"September 2019","Winshill","E05006936","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Winshill","E05006936","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Yoxall","E05006937","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Yoxall","E05006937","Total","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Yoxall","E05006937","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Yoxall","E05006937","Male","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Yoxall","E05006937","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Yoxall","E05006937","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Yoxall","E05006937","Female","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Yoxall","E05006937","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Yoxall","E05006937","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Alrewas & Fradley","E05010651","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Alrewas & Fradley","E05010651","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Alrewas & Fradley","E05010651","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Alrewas & Fradley","E05010651","Male","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Alrewas & Fradley","E05010651","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Alrewas & Fradley","E05010651","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Alrewas & Fradley","E05010651","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Alrewas & Fradley","E05010651","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Alrewas & Fradley","E05010651","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Armitage with Handsacre","E05010652","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"September 2019","Armitage with Handsacre","E05010652","Total","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Armitage with Handsacre","E05010652","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Armitage with Handsacre","E05010652","Male","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Armitage with Handsacre","E05010652","Male","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Armitage with Handsacre","E05010652","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Armitage with Handsacre","E05010652","Female","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Armitage with Handsacre","E05010652","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Armitage with Handsacre","E05010652","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Boley Park","E05010653","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Boley Park","E05010653","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Boley Park","E05010653","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Boley Park","E05010653","Male","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Boley Park","E05010653","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Boley Park","E05010653","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Boley Park","E05010653","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Boley Park","E05010653","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Boley Park","E05010653","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Boney Hay & Central","E05010654","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"September 2019","Boney Hay & Central","E05010654","Total","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Boney Hay & Central","E05010654","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Boney Hay & Central","E05010654","Male","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"September 2019","Boney Hay & Central","E05010654","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Boney Hay & Central","E05010654","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Boney Hay & Central","E05010654","Female","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Boney Hay & Central","E05010654","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Boney Hay & Central","E05010654","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Bourne Vale","E05010655","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Bourne Vale","E05010655","Total","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Bourne Vale","E05010655","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Bourne Vale","E05010655","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Bourne Vale","E05010655","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Bourne Vale","E05010655","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Bourne Vale","E05010655","Female","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Bourne Vale","E05010655","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Bourne Vale","E05010655","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Chadsmead","E05010656","Total","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"September 2019","Chadsmead","E05010656","Total","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Chadsmead","E05010656","Total","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Chadsmead","E05010656","Male","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","Chadsmead","E05010656","Male","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Chadsmead","E05010656","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Chadsmead","E05010656","Female","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Chadsmead","E05010656","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Chadsmead","E05010656","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Chase Terrace","E05010657","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Chase Terrace","E05010657","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Chase Terrace","E05010657","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Chase Terrace","E05010657","Male","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Chase Terrace","E05010657","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Chase Terrace","E05010657","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Chase Terrace","E05010657","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Chase Terrace","E05010657","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Chase Terrace","E05010657","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Chasetown","E05010658","Total","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"September 2019","Chasetown","E05010658","Total","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Chasetown","E05010658","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Chasetown","E05010658","Male","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"September 2019","Chasetown","E05010658","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Chasetown","E05010658","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Chasetown","E05010658","Female","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Chasetown","E05010658","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Chasetown","E05010658","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Colton & the Ridwares","E05010659","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Colton & the Ridwares","E05010659","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Colton & the Ridwares","E05010659","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Colton & the Ridwares","E05010659","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Colton & the Ridwares","E05010659","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Colton & the Ridwares","E05010659","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Colton & the Ridwares","E05010659","Female","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"September 2019","Colton & the Ridwares","E05010659","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Colton & the Ridwares","E05010659","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Curborough","E05010660","Total","All categories: Age 16+","Claimant count","Value",115,"Normal Value"
"September 2019","Curborough","E05010660","Total","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Curborough","E05010660","Total","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Curborough","E05010660","Male","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"September 2019","Curborough","E05010660","Male","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Curborough","E05010660","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Curborough","E05010660","Female","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Curborough","E05010660","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Curborough","E05010660","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Fazeley","E05010661","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Fazeley","E05010661","Total","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Fazeley","E05010661","Total","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Fazeley","E05010661","Male","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","Fazeley","E05010661","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Fazeley","E05010661","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Fazeley","E05010661","Female","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Fazeley","E05010661","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Fazeley","E05010661","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Hammerwich with Wall","E05010662","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"September 2019","Hammerwich with Wall","E05010662","Total","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Hammerwich with Wall","E05010662","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Hammerwich with Wall","E05010662","Male","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Hammerwich with Wall","E05010662","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Hammerwich with Wall","E05010662","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Hammerwich with Wall","E05010662","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Hammerwich with Wall","E05010662","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Hammerwich with Wall","E05010662","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Highfield","E05010663","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"September 2019","Highfield","E05010663","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Highfield","E05010663","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Highfield","E05010663","Male","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"September 2019","Highfield","E05010663","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Highfield","E05010663","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Highfield","E05010663","Female","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Highfield","E05010663","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Highfield","E05010663","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Leomansley","E05010664","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"September 2019","Leomansley","E05010664","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Leomansley","E05010664","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Leomansley","E05010664","Male","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"September 2019","Leomansley","E05010664","Male","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Leomansley","E05010664","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Leomansley","E05010664","Female","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"September 2019","Leomansley","E05010664","Female","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Leomansley","E05010664","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Little Aston & Stonnall","E05010665","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"September 2019","Little Aston & Stonnall","E05010665","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Little Aston & Stonnall","E05010665","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Little Aston & Stonnall","E05010665","Male","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Little Aston & Stonnall","E05010665","Male","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Little Aston & Stonnall","E05010665","Male","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Little Aston & Stonnall","E05010665","Female","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Little Aston & Stonnall","E05010665","Female","Aged 18-24","Claimant count","Value",0,"Normal Value"
"September 2019","Little Aston & Stonnall","E05010665","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Longdon","E05010666","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"September 2019","Longdon","E05010666","Total","Aged 18-24","Claimant count","Value",5,"Normal Value"
"September 2019","Longdon","E05010666","Total","Aged 25-29","Claimant count","Value",0,"Normal Value"
