"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"September 2019","Stranraer and the Rhins","S13002880","Male","All categories: Age 16+","Claimant count","Value",285,"Normal Value"
"September 2019","Stranraer and the Rhins","S13002880","Male","Aged 18-24","Claimant count","Value",60,"Normal Value"
"September 2019","Stranraer and the Rhins","S13002880","Male","Aged 25-29","Claimant count","Value",50,"Normal Value"
"September 2019","Stranraer and the Rhins","S13002880","Female","All categories: Age 16+","Claimant count","Value",150,"Normal Value"
"September 2019","Stranraer and the Rhins","S13002880","Female","Aged 18-24","Claimant count","Value",35,"Normal Value"
"September 2019","Stranraer and the Rhins","S13002880","Female","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Mid Galloway and Wigtown West","S13002881","Total","All categories: Age 16+","Claimant count","Value",225,"Normal Value"
"September 2019","Mid Galloway and Wigtown West","S13002881","Total","Aged 18-24","Claimant count","Value",35,"Normal Value"
"September 2019","Mid Galloway and Wigtown West","S13002881","Total","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Mid Galloway and Wigtown West","S13002881","Male","All categories: Age 16+","Claimant count","Value",125,"Normal Value"
"September 2019","Mid Galloway and Wigtown West","S13002881","Male","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Mid Galloway and Wigtown West","S13002881","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Mid Galloway and Wigtown West","S13002881","Female","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"September 2019","Mid Galloway and Wigtown West","S13002881","Female","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Mid Galloway and Wigtown West","S13002881","Female","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Dee and Glenkens","S13002882","Total","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"September 2019","Dee and Glenkens","S13002882","Total","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Dee and Glenkens","S13002882","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Dee and Glenkens","S13002882","Male","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"September 2019","Dee and Glenkens","S13002882","Male","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Dee and Glenkens","S13002882","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Dee and Glenkens","S13002882","Female","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"September 2019","Dee and Glenkens","S13002882","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Dee and Glenkens","S13002882","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","Castle Douglas and Crocketford","S13002883","Total","All categories: Age 16+","Claimant count","Value",120,"Normal Value"
"September 2019","Castle Douglas and Crocketford","S13002883","Total","Aged 18-24","Claimant count","Value",25,"Normal Value"
"September 2019","Castle Douglas and Crocketford","S13002883","Total","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Castle Douglas and Crocketford","S13002883","Male","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Castle Douglas and Crocketford","S13002883","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Castle Douglas and Crocketford","S13002883","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Castle Douglas and Crocketford","S13002883","Female","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Castle Douglas and Crocketford","S13002883","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Castle Douglas and Crocketford","S13002883","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Abbey","S13002884","Total","All categories: Age 16+","Claimant count","Value",150,"Normal Value"
"September 2019","Abbey","S13002884","Total","Aged 18-24","Claimant count","Value",25,"Normal Value"
"September 2019","Abbey","S13002884","Total","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Abbey","S13002884","Male","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"September 2019","Abbey","S13002884","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Abbey","S13002884","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Abbey","S13002884","Female","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"September 2019","Abbey","S13002884","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Abbey","S13002884","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","North West Dumfries","S13002885","Total","All categories: Age 16+","Claimant count","Value",530,"Normal Value"
"September 2019","North West Dumfries","S13002885","Total","Aged 18-24","Claimant count","Value",110,"Normal Value"
"September 2019","North West Dumfries","S13002885","Total","Aged 25-29","Claimant count","Value",75,"Normal Value"
"September 2019","North West Dumfries","S13002885","Male","All categories: Age 16+","Claimant count","Value",325,"Normal Value"
"September 2019","North West Dumfries","S13002885","Male","Aged 18-24","Claimant count","Value",65,"Normal Value"
"September 2019","North West Dumfries","S13002885","Male","Aged 25-29","Claimant count","Value",50,"Normal Value"
"September 2019","North West Dumfries","S13002885","Female","All categories: Age 16+","Claimant count","Value",205,"Normal Value"
"September 2019","North West Dumfries","S13002885","Female","Aged 18-24","Claimant count","Value",45,"Normal Value"
"September 2019","North West Dumfries","S13002885","Female","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Mid and Upper Nithsdale","S13002886","Total","All categories: Age 16+","Claimant count","Value",175,"Normal Value"
"September 2019","Mid and Upper Nithsdale","S13002886","Total","Aged 18-24","Claimant count","Value",25,"Normal Value"
"September 2019","Mid and Upper Nithsdale","S13002886","Total","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Mid and Upper Nithsdale","S13002886","Male","All categories: Age 16+","Claimant count","Value",90,"Normal Value"
"September 2019","Mid and Upper Nithsdale","S13002886","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Mid and Upper Nithsdale","S13002886","Male","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Mid and Upper Nithsdale","S13002886","Female","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"September 2019","Mid and Upper Nithsdale","S13002886","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Mid and Upper Nithsdale","S13002886","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Lochar","S13002887","Total","All categories: Age 16+","Claimant count","Value",120,"Normal Value"
"September 2019","Lochar","S13002887","Total","Aged 18-24","Claimant count","Value",35,"Normal Value"
"September 2019","Lochar","S13002887","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Lochar","S13002887","Male","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"September 2019","Lochar","S13002887","Male","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Lochar","S13002887","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Lochar","S13002887","Female","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","Lochar","S13002887","Female","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Lochar","S13002887","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Nith","S13002888","Total","All categories: Age 16+","Claimant count","Value",255,"Normal Value"
"September 2019","Nith","S13002888","Total","Aged 18-24","Claimant count","Value",50,"Normal Value"
"September 2019","Nith","S13002888","Total","Aged 25-29","Claimant count","Value",35,"Normal Value"
"September 2019","Nith","S13002888","Male","All categories: Age 16+","Claimant count","Value",170,"Normal Value"
"September 2019","Nith","S13002888","Male","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Nith","S13002888","Male","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Nith","S13002888","Female","All categories: Age 16+","Claimant count","Value",90,"Normal Value"
"September 2019","Nith","S13002888","Female","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Nith","S13002888","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Annandale South","S13002889","Total","All categories: Age 16+","Claimant count","Value",255,"Normal Value"
"September 2019","Annandale South","S13002889","Total","Aged 18-24","Claimant count","Value",55,"Normal Value"
"September 2019","Annandale South","S13002889","Total","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Annandale South","S13002889","Male","All categories: Age 16+","Claimant count","Value",140,"Normal Value"
"September 2019","Annandale South","S13002889","Male","Aged 18-24","Claimant count","Value",35,"Normal Value"
"September 2019","Annandale South","S13002889","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Annandale South","S13002889","Female","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"September 2019","Annandale South","S13002889","Female","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Annandale South","S13002889","Female","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Annandale North","S13002890","Total","All categories: Age 16+","Claimant count","Value",215,"Normal Value"
"September 2019","Annandale North","S13002890","Total","Aged 18-24","Claimant count","Value",35,"Normal Value"
"September 2019","Annandale North","S13002890","Total","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Annandale North","S13002890","Male","All categories: Age 16+","Claimant count","Value",115,"Normal Value"
"September 2019","Annandale North","S13002890","Male","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Annandale North","S13002890","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Annandale North","S13002890","Female","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"September 2019","Annandale North","S13002890","Female","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Annandale North","S13002890","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Annandale East and Eskdale","S13002891","Total","All categories: Age 16+","Claimant count","Value",120,"Normal Value"
"September 2019","Annandale East and Eskdale","S13002891","Total","Aged 18-24","Claimant count","Value",25,"Normal Value"
"September 2019","Annandale East and Eskdale","S13002891","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Annandale East and Eskdale","S13002891","Male","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"September 2019","Annandale East and Eskdale","S13002891","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","Annandale East and Eskdale","S13002891","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Annandale East and Eskdale","S13002891","Female","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"September 2019","Annandale East and Eskdale","S13002891","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","Annandale East and Eskdale","S13002891","Female","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","Strathmartine","S13002545","Total","All categories: Age 16+","Claimant count","Value",565,"Normal Value"
"September 2019","Strathmartine","S13002545","Total","Aged 18-24","Claimant count","Value",140,"Normal Value"
"September 2019","Strathmartine","S13002545","Total","Aged 25-29","Claimant count","Value",80,"Normal Value"
"September 2019","Strathmartine","S13002545","Male","All categories: Age 16+","Claimant count","Value",360,"Normal Value"
"September 2019","Strathmartine","S13002545","Male","Aged 18-24","Claimant count","Value",100,"Normal Value"
"September 2019","Strathmartine","S13002545","Male","Aged 25-29","Claimant count","Value",50,"Normal Value"
"September 2019","Strathmartine","S13002545","Female","All categories: Age 16+","Claimant count","Value",205,"Normal Value"
"September 2019","Strathmartine","S13002545","Female","Aged 18-24","Claimant count","Value",45,"Normal Value"
"September 2019","Strathmartine","S13002545","Female","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Lochee","S13002546","Total","All categories: Age 16+","Claimant count","Value",890,"Normal Value"
"September 2019","Lochee","S13002546","Total","Aged 18-24","Claimant count","Value",195,"Normal Value"
"September 2019","Lochee","S13002546","Total","Aged 25-29","Claimant count","Value",135,"Normal Value"
"September 2019","Lochee","S13002546","Male","All categories: Age 16+","Claimant count","Value",585,"Normal Value"
"September 2019","Lochee","S13002546","Male","Aged 18-24","Claimant count","Value",130,"Normal Value"
"September 2019","Lochee","S13002546","Male","Aged 25-29","Claimant count","Value",95,"Normal Value"
"September 2019","Lochee","S13002546","Female","All categories: Age 16+","Claimant count","Value",310,"Normal Value"
"September 2019","Lochee","S13002546","Female","Aged 18-24","Claimant count","Value",65,"Normal Value"
"September 2019","Lochee","S13002546","Female","Aged 25-29","Claimant count","Value",40,"Normal Value"
"September 2019","West End","S13002547","Total","All categories: Age 16+","Claimant count","Value",415,"Normal Value"
"September 2019","West End","S13002547","Total","Aged 18-24","Claimant count","Value",70,"Normal Value"
"September 2019","West End","S13002547","Total","Aged 25-29","Claimant count","Value",70,"Normal Value"
"September 2019","West End","S13002547","Male","All categories: Age 16+","Claimant count","Value",280,"Normal Value"
"September 2019","West End","S13002547","Male","Aged 18-24","Claimant count","Value",45,"Normal Value"
"September 2019","West End","S13002547","Male","Aged 25-29","Claimant count","Value",40,"Normal Value"
"September 2019","West End","S13002547","Female","All categories: Age 16+","Claimant count","Value",135,"Normal Value"
"September 2019","West End","S13002547","Female","Aged 18-24","Claimant count","Value",25,"Normal Value"
"September 2019","West End","S13002547","Female","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Coldside","S13002548","Total","All categories: Age 16+","Claimant count","Value",885,"Normal Value"
"September 2019","Coldside","S13002548","Total","Aged 18-24","Claimant count","Value",155,"Normal Value"
"September 2019","Coldside","S13002548","Total","Aged 25-29","Claimant count","Value",130,"Normal Value"
"September 2019","Coldside","S13002548","Male","All categories: Age 16+","Claimant count","Value",580,"Normal Value"
"September 2019","Coldside","S13002548","Male","Aged 18-24","Claimant count","Value",100,"Normal Value"
"September 2019","Coldside","S13002548","Male","Aged 25-29","Claimant count","Value",70,"Normal Value"
"September 2019","Coldside","S13002548","Female","All categories: Age 16+","Claimant count","Value",305,"Normal Value"
"September 2019","Coldside","S13002548","Female","Aged 18-24","Claimant count","Value",60,"Normal Value"
"September 2019","Coldside","S13002548","Female","Aged 25-29","Claimant count","Value",60,"Normal Value"
"September 2019","Maryfield","S13002549","Total","All categories: Age 16+","Claimant count","Value",650,"Normal Value"
"September 2019","Maryfield","S13002549","Total","Aged 18-24","Claimant count","Value",135,"Normal Value"
"September 2019","Maryfield","S13002549","Total","Aged 25-29","Claimant count","Value",90,"Normal Value"
"September 2019","Maryfield","S13002549","Male","All categories: Age 16+","Claimant count","Value",445,"Normal Value"
"September 2019","Maryfield","S13002549","Male","Aged 18-24","Claimant count","Value",85,"Normal Value"
"September 2019","Maryfield","S13002549","Male","Aged 25-29","Claimant count","Value",65,"Normal Value"
"September 2019","Maryfield","S13002549","Female","All categories: Age 16+","Claimant count","Value",200,"Normal Value"
"September 2019","Maryfield","S13002549","Female","Aged 18-24","Claimant count","Value",50,"Normal Value"
"September 2019","Maryfield","S13002549","Female","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","East End","S13002551","Total","All categories: Age 16+","Claimant count","Value",680,"Normal Value"
"September 2019","East End","S13002551","Total","Aged 18-24","Claimant count","Value",170,"Normal Value"
"September 2019","East End","S13002551","Total","Aged 25-29","Claimant count","Value",90,"Normal Value"
"September 2019","East End","S13002551","Male","All categories: Age 16+","Claimant count","Value",420,"Normal Value"
"September 2019","East End","S13002551","Male","Aged 18-24","Claimant count","Value",110,"Normal Value"
"September 2019","East End","S13002551","Male","Aged 25-29","Claimant count","Value",50,"Normal Value"
"September 2019","East End","S13002551","Female","All categories: Age 16+","Claimant count","Value",255,"Normal Value"
"September 2019","East End","S13002551","Female","Aged 18-24","Claimant count","Value",60,"Normal Value"
"September 2019","East End","S13002551","Female","Aged 25-29","Claimant count","Value",40,"Normal Value"
"September 2019","The Ferry","S13002552","Total","All categories: Age 16+","Claimant count","Value",130,"Normal Value"
"September 2019","The Ferry","S13002552","Total","Aged 18-24","Claimant count","Value",25,"Normal Value"
"September 2019","The Ferry","S13002552","Total","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","The Ferry","S13002552","Male","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"September 2019","The Ferry","S13002552","Male","Aged 18-24","Claimant count","Value",15,"Normal Value"
"September 2019","The Ferry","S13002552","Male","Aged 25-29","Claimant count","Value",5,"Normal Value"
"September 2019","The Ferry","S13002552","Female","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"September 2019","The Ferry","S13002552","Female","Aged 18-24","Claimant count","Value",10,"Normal Value"
"September 2019","The Ferry","S13002552","Female","Aged 25-29","Claimant count","Value",0,"Normal Value"
"September 2019","North East","S13002830","Total","All categories: Age 16+","Claimant count","Value",490,"Normal Value"
"September 2019","North East","S13002830","Total","Aged 18-24","Claimant count","Value",125,"Normal Value"
"September 2019","North East","S13002830","Total","Aged 25-29","Claimant count","Value",70,"Normal Value"
"September 2019","North East","S13002830","Male","All categories: Age 16+","Claimant count","Value",295,"Normal Value"
"September 2019","North East","S13002830","Male","Aged 18-24","Claimant count","Value",75,"Normal Value"
"September 2019","North East","S13002830","Male","Aged 25-29","Claimant count","Value",40,"Normal Value"
"September 2019","North East","S13002830","Female","All categories: Age 16+","Claimant count","Value",195,"Normal Value"
"September 2019","North East","S13002830","Female","Aged 18-24","Claimant count","Value",50,"Normal Value"
"September 2019","North East","S13002830","Female","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Annick","S13002892","Total","All categories: Age 16+","Claimant count","Value",230,"Normal Value"
"September 2019","Annick","S13002892","Total","Aged 18-24","Claimant count","Value",50,"Normal Value"
"September 2019","Annick","S13002892","Total","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Annick","S13002892","Male","All categories: Age 16+","Claimant count","Value",135,"Normal Value"
"September 2019","Annick","S13002892","Male","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Annick","S13002892","Male","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Annick","S13002892","Female","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"September 2019","Annick","S13002892","Female","Aged 18-24","Claimant count","Value",20,"Normal Value"
"September 2019","Annick","S13002892","Female","Aged 25-29","Claimant count","Value",10,"Normal Value"
"September 2019","Kilmarnock North","S13002893","Total","All categories: Age 16+","Claimant count","Value",445,"Normal Value"
"September 2019","Kilmarnock North","S13002893","Total","Aged 18-24","Claimant count","Value",90,"Normal Value"
"September 2019","Kilmarnock North","S13002893","Total","Aged 25-29","Claimant count","Value",55,"Normal Value"
"September 2019","Kilmarnock North","S13002893","Male","All categories: Age 16+","Claimant count","Value",265,"Normal Value"
"September 2019","Kilmarnock North","S13002893","Male","Aged 18-24","Claimant count","Value",50,"Normal Value"
"September 2019","Kilmarnock North","S13002893","Male","Aged 25-29","Claimant count","Value",35,"Normal Value"
"September 2019","Kilmarnock North","S13002893","Female","All categories: Age 16+","Claimant count","Value",180,"Normal Value"
"September 2019","Kilmarnock North","S13002893","Female","Aged 18-24","Claimant count","Value",35,"Normal Value"
"September 2019","Kilmarnock North","S13002893","Female","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Kilmarnock West and Crosshouse","S13002894","Total","All categories: Age 16+","Claimant count","Value",435,"Normal Value"
"September 2019","Kilmarnock West and Crosshouse","S13002894","Total","Aged 18-24","Claimant count","Value",80,"Normal Value"
"September 2019","Kilmarnock West and Crosshouse","S13002894","Total","Aged 25-29","Claimant count","Value",50,"Normal Value"
"September 2019","Kilmarnock West and Crosshouse","S13002894","Male","All categories: Age 16+","Claimant count","Value",295,"Normal Value"
"September 2019","Kilmarnock West and Crosshouse","S13002894","Male","Aged 18-24","Claimant count","Value",45,"Normal Value"
"September 2019","Kilmarnock West and Crosshouse","S13002894","Male","Aged 25-29","Claimant count","Value",40,"Normal Value"
"September 2019","Kilmarnock West and Crosshouse","S13002894","Female","All categories: Age 16+","Claimant count","Value",140,"Normal Value"
"September 2019","Kilmarnock West and Crosshouse","S13002894","Female","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Kilmarnock West and Crosshouse","S13002894","Female","Aged 25-29","Claimant count","Value",15,"Normal Value"
"September 2019","Kilmarnock East and Hurlford","S13002895","Total","All categories: Age 16+","Claimant count","Value",440,"Normal Value"
"September 2019","Kilmarnock East and Hurlford","S13002895","Total","Aged 18-24","Claimant count","Value",85,"Normal Value"
"September 2019","Kilmarnock East and Hurlford","S13002895","Total","Aged 25-29","Claimant count","Value",70,"Normal Value"
"September 2019","Kilmarnock East and Hurlford","S13002895","Male","All categories: Age 16+","Claimant count","Value",265,"Normal Value"
"September 2019","Kilmarnock East and Hurlford","S13002895","Male","Aged 18-24","Claimant count","Value",50,"Normal Value"
"September 2019","Kilmarnock East and Hurlford","S13002895","Male","Aged 25-29","Claimant count","Value",40,"Normal Value"
"September 2019","Kilmarnock East and Hurlford","S13002895","Female","All categories: Age 16+","Claimant count","Value",180,"Normal Value"
"September 2019","Kilmarnock East and Hurlford","S13002895","Female","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Kilmarnock East and Hurlford","S13002895","Female","Aged 25-29","Claimant count","Value",35,"Normal Value"
"September 2019","Kilmarnock South","S13002896","Total","All categories: Age 16+","Claimant count","Value",485,"Normal Value"
"September 2019","Kilmarnock South","S13002896","Total","Aged 18-24","Claimant count","Value",105,"Normal Value"
"September 2019","Kilmarnock South","S13002896","Total","Aged 25-29","Claimant count","Value",60,"Normal Value"
"September 2019","Kilmarnock South","S13002896","Male","All categories: Age 16+","Claimant count","Value",290,"Normal Value"
"September 2019","Kilmarnock South","S13002896","Male","Aged 18-24","Claimant count","Value",65,"Normal Value"
"September 2019","Kilmarnock South","S13002896","Male","Aged 25-29","Claimant count","Value",40,"Normal Value"
"September 2019","Kilmarnock South","S13002896","Female","All categories: Age 16+","Claimant count","Value",195,"Normal Value"
"September 2019","Kilmarnock South","S13002896","Female","Aged 18-24","Claimant count","Value",40,"Normal Value"
"September 2019","Kilmarnock South","S13002896","Female","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Irvine Valley","S13002897","Total","All categories: Age 16+","Claimant count","Value",380,"Normal Value"
"September 2019","Irvine Valley","S13002897","Total","Aged 18-24","Claimant count","Value",100,"Normal Value"
"September 2019","Irvine Valley","S13002897","Total","Aged 25-29","Claimant count","Value",55,"Normal Value"
"September 2019","Irvine Valley","S13002897","Male","All categories: Age 16+","Claimant count","Value",235,"Normal Value"
"September 2019","Irvine Valley","S13002897","Male","Aged 18-24","Claimant count","Value",60,"Normal Value"
"September 2019","Irvine Valley","S13002897","Male","Aged 25-29","Claimant count","Value",35,"Normal Value"
"September 2019","Irvine Valley","S13002897","Female","All categories: Age 16+","Claimant count","Value",145,"Normal Value"
"September 2019","Irvine Valley","S13002897","Female","Aged 18-24","Claimant count","Value",40,"Normal Value"
"September 2019","Irvine Valley","S13002897","Female","Aged 25-29","Claimant count","Value",20,"Normal Value"
"September 2019","Ballochmyle","S13002898","Total","All categories: Age 16+","Claimant count","Value",460,"Normal Value"
"September 2019","Ballochmyle","S13002898","Total","Aged 18-24","Claimant count","Value",90,"Normal Value"
"September 2019","Ballochmyle","S13002898","Total","Aged 25-29","Claimant count","Value",70,"Normal Value"
"September 2019","Ballochmyle","S13002898","Male","All categories: Age 16+","Claimant count","Value",290,"Normal Value"
"September 2019","Ballochmyle","S13002898","Male","Aged 18-24","Claimant count","Value",60,"Normal Value"
"September 2019","Ballochmyle","S13002898","Male","Aged 25-29","Claimant count","Value",45,"Normal Value"
"September 2019","Ballochmyle","S13002898","Female","All categories: Age 16+","Claimant count","Value",170,"Normal Value"
"September 2019","Ballochmyle","S13002898","Female","Aged 18-24","Claimant count","Value",30,"Normal Value"
"September 2019","Ballochmyle","S13002898","Female","Aged 25-29","Claimant count","Value",25,"Normal Value"
"September 2019","Cumnock and New Cumnock","S13002899","Total","All categories: Age 16+","Claimant count","Value",440,"Normal Value"
"September 2019","Cumnock and New Cumnock","S13002899","Total","Aged 18-24","Claimant count","Value",85,"Normal Value"
"September 2019","Cumnock and New Cumnock","S13002899","Total","Aged 25-29","Claimant count","Value",55,"Normal Value"
"September 2019","Cumnock and New Cumnock","S13002899","Male","All categories: Age 16+","Claimant count","Value",255,"Normal Value"
"September 2019","Cumnock and New Cumnock","S13002899","Male","Aged 18-24","Claimant count","Value",50,"Normal Value"
"September 2019","Cumnock and New Cumnock","S13002899","Male","Aged 25-29","Claimant count","Value",30,"Normal Value"
"September 2019","Cumnock and New Cumnock","S13002899","Female","All categories: Age 16+","Claimant count","Value",185,"Normal Value"
"September 2019","Cumnock and New Cumnock","S13002899","Female","Aged 18-24","Claimant count","Value",35,"Normal Value"
